UNIQUE_KEY,PROBLEM_DETAIL,PROBLEM_CATEGORY,CREATED_DATE,CLOSED_DATE,STATUS,DAYS_TO_CLOSE,BOROUGH,COMMUNITY_BOARD,INCIDENT_ADDRESS,STREET_NAME,INCIDENT_ZIP,ADDRESS_TYPE,LATITUDE,LONGITUDE,RESOLUTION_DESCRIPTION,OPEN_DATA_CHANNEL_TYPE,RESOLUTION_UPDATED_AT
45203886,Street Light Out,Street Light Condition,2019-12-19 09:02:00,2019-12-19 09:02:00.000,Closed,0,STATEN ISLAND,01 STATEN ISLAND,,,10301,INTERSECTION,40.63172392547,-74.09591996392,Location Type: Intersection,UNKNOWN,2019-12-18 09:02:00.000
45197254,Fixture/Luminaire Door Open,Street Light Condition,2019-12-19 09:01:00,2019-12-19 09:01:00.000,Closed,0,STATEN ISLAND,01 STATEN ISLAND,,,10301,INTERSECTION,40.61315856992,-74.10181098357,Location Type: Intersection,UNKNOWN,2019-12-18 09:01:00.000
45196858,Fixture/Luminaire Hanging,Street Light Condition,2019-12-19 09:01:00,2019-12-19 09:01:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.58644057097,-74.15578950270,Location Type: Intersection,UNKNOWN,2019-12-18 09:01:00.000
45203832,Street Light Out,Street Light Condition,2019-12-19 09:00:00,2019-12-19 09:00:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.59070847643,-74.16578740067,Location Type: Intersection,UNKNOWN,2019-12-18 09:00:00.000
45202572,Street Light Out,Street Light Condition,2019-12-19 08:57:00,2019-12-19 08:57:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.59982731534,-74.17822285597,Location Type: Intersection,UNKNOWN,2019-12-18 08:57:00.000
45196452,Street Light Out,Street Light Condition,2019-12-19 08:51:00,2019-12-19 08:51:00.000,Closed,0,STATEN ISLAND,01 STATEN ISLAND,,,10303,INTERSECTION,40.63050697600,-74.18622353023,Location Type: Intersection,UNKNOWN,2019-12-18 08:51:00.000
45202573,Street Light Out,Street Light Condition,2019-12-19 08:50:00,2019-12-19 08:50:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.61245457843,-74.18098307745,Location Type: Intersection,UNKNOWN,2019-12-18 08:50:00.000
45205091,Street Light Out,Street Light Condition,2019-12-19 08:37:00,2019-12-19 08:37:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10305,INTERSECTION,40.58903625120,-74.08987828222,Location Type: Intersection,UNKNOWN,2019-12-18 08:37:00.000
45202562,Street Light Out,Street Light Condition,2019-12-19 08:37:00,2019-12-19 08:37:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10305,INTERSECTION,40.58234337053,-74.08768761438,Location Type: Intersection,UNKNOWN,2019-12-18 08:37:00.000
45197664,Street Light Out,Street Light Condition,2019-12-19 08:36:00,2019-12-19 08:36:00.000,Closed,0,STATEN ISLAND,03 STATEN ISLAND,,,10308,INTERSECTION,40.54049745580,-74.14351447328,Location Type: Intersection,UNKNOWN,2019-12-18 08:36:00.000
45199961,Street Light Out,Street Light Condition,2019-12-19 08:36:00,2019-12-19 08:36:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10306,INTERSECTION,40.57565390411,-74.10454361480,Location Type: Intersection,UNKNOWN,2019-12-18 08:36:00.000
45202560,Street Light Out,Street Light Condition,2019-12-19 08:35:00,2019-12-19 08:35:00.000,Closed,0,STATEN ISLAND,03 STATEN ISLAND,,,10308,INTERSECTION,40.54049745580,-74.14351447328,Location Type: Intersection,UNKNOWN,2019-12-18 08:35:00.000
45190943,Street Light Out,Street Light Condition,2019-12-18 15:42:00,2019-12-19 08:23:00.000,Closed,1,STATEN ISLAND,03 STATEN ISLAND,,,10306,INTERSECTION,40.56127066140,-74.11910411699,Location Type: Intersection,UNKNOWN,2019-12-19 08:23:00.000
